Country,Year,Age,Sex,N_of_people_convicted,Mid_year_population_estimate
SCO,2008,40,Female,187,41417
SCO,2008,41,Female,172,41465
SCO,2008,42,Female,147,41551
SCO,2008,43,Female,171,42696
SCO,2008,44,Female,135,42788
SCO,2008,45,Female,132,42448
SCO,2008,46,Female,106,41101
SCO,2008,47,Female,89,40463
SCO,2008,48,Female,73,39077
SCO,2008,49,Female,78,39086
SCO,2008,50,Female,58,38074
SCO,2008,51,Female,56,37035
SCO,2008,52,Female,51,35936
SCO,2008,53,Female,45,34550
SCO,2008,54,Female,23,34127
SCO,2008,55,Female,28,33509
SCO,2008,56,Female,29,32490
SCO,2008,57,Female,26,33116
SCO,2008,58,Female,15,33113
SCO,2008,59,Female,11,34284
SCO,2008,60,Female,16,35498
SCO,2008,61,Female,12,38711
SCO,2008,62,Female,9,29497
SCO,2008,63,Female,5,28487
SCO,2008,64,Female,2,28998
SCO,2008,65,Female,2,28723
SCO,2008,66,Female,1,26762
SCO,2008,67,Female,2,25258
SCO,2008,68,Female,1,25940
SCO,2008,69,Female,0,25516
SCO,2008,70,Female,0,25062
SCO,2008,71,Female,3,24561
SCO,2008,72,Female,1,23950
SCO,2008,73,Female,1,23218
SCO,2008,74,Female,0,22064
SCO,2008,75,Female,0,21189
SCO,2008,76,Female,0,21290
SCO,2008,77,Female,2,20357
SCO,2008,78,Female,0,19392
SCO,2008,79,Female,0,18224
SCO,2008,80,Female,0,16568
SCO,2008,81,Female,0,15744
SCO,2008,82,Female,0,15234
SCO,2008,83,Female,1,13650
SCO,2008,84,Female,0,12702
SCO,2008,85,Female,0,11335
SCO,2008,86,Female,0,10733
SCO,2008,87,Female,0,10419
SCO,2008,88,Female,0,9701
SCO,2008,89,Female,0,5783
SCO,2008,90 & over,Female,0,21756
SCO,2009,16,Female,274,31655
SCO,2009,17,Female,324,34055
SCO,2009,18,Female,302,34075
SCO,2009,19,Female,292,33621
SCO,2009,20,Female,305,34170
SCO,2009,21,Female,303,35598
SCO,2009,22,Female,309,35490
SCO,2009,23,Female,306,35165
SCO,2009,24,Female,332,34990
SCO,2009,25,Female,309,33811
SCO,2009,26,Female,285,34519
SCO,2009,27,Female,323,35119
SCO,2009,28,Female,311,34864
SCO,2009,29,Female,291,34102
SCO,2009,30,Female,285,32624
SCO,2009,31,Female,247,30666
SCO,2009,32,Female,220,29683
SCO,2009,33,Female,243,31730
SCO,2009,34,Female,223,32478
SCO,2009,35,Female,225,32794
SCO,2009,36,Female,231,34998
SCO,2009,37,Female,214,37727
SCO,2009,38,Female,210,39532
SCO,2009,39,Female,185,39157
SCO,2009,40,Female,184,40510
SCO,2009,41,Female,154,41475
SCO,2009,42,Female,174,41426
SCO,2009,43,Female,124,41548
SCO,2009,44,Female,146,42731
SCO,2009,45,Female,123,42814
SCO,2009,46,Female,117,42432
SCO,2009,47,Female,96,41139
SCO,2009,48,Female,85,40402
SCO,2009,49,Female,65,38973
SCO,2009,50,Female,61,39023
SCO,2009,51,Female,62,38010
SCO,2009,52,Female,47,36946
SCO,2009,53,Female,43,35856
SCO,2009,54,Female,37,34489
SCO,2009,55,Female,28,34020
SCO,2009,56,Female,30,33450
SCO,2009,57,Female,30,32421
SCO,2009,58,Female,17,32969
SCO,2009,59,Female,18,32968
SCO,2009,60,Female,13,34108
SCO,2009,61,Female,21,35259
SCO,2009,62,Female,15,38480
SCO,2009,63,Female,9,29246
SCO,2009,64,Female,3,28255
SCO,2009,65,Female,5,28715
SCO,2009,66,Female,4,28427
SCO,2009,67,Female,2,26433
SCO,2009,68,Female,4,24923
SCO,2009,69,Female,2,25559
SCO,2009,70,Female,1,25115
SCO,2009,71,Female,2,24650
SCO,2009,72,Female,0,24034
SCO,2009,73,Female,0,23414
SCO,2009,74,Female,1,22646
SCO,2009,75,Female,1,21457
SCO,2009,76,Female,1,20484
SCO,2009,77,Female,0,20530
SCO,2009,78,Female,0,19554
SCO,2009,79,Female,0,18513
SCO,2009,80,Female,0,17269
SCO,2009,81,Female,0,15653
SCO,2009,82,Female,0,14755
SCO,2009,83,Female,0,14158
SCO,2009,84,Female,0,12558
SCO,2009,85,Female,0,11586
SCO,2009,86,Female,0,10270
SCO,2009,87,Female,0,9527
SCO,2009,88,Female,0,9237
SCO,2009,89,Female,0,8462
SCO,2009,90 & over,Female,0,21747
SCO,2010,16,Female,183,30847
SCO,2010,17,Female,254,31812
SCO,2010,18,Female,272,34941
SCO,2010,19,Female,283,36110
SCO,2010,20,Female,251,35076
SCO,2010,21,Female,246,35282
SCO,2010,22,Female,249,36499
SCO,2010,23,Female,251,35768
SCO,2010,24,Female,285,35201
SCO,2010,25,Female,269,35229
SCO,2010,26,Female,230,33969
SCO,2010,27,Female,259,34777
SCO,2010,28,Female,262,35393
SCO,2010,29,Female,270,35019
SCO,2010,30,Female,231,34211
SCO,2010,31,Female,217,32834
SCO,2010,32,Female,209,30892
SCO,2010,33,Female,189,29939
SCO,2010,34,Female,204,31969
SCO,2010,35,Female,186,32670
SCO,2010,36,Female,206,32937
SCO,2010,37,Female,191,35134
SCO,2010,38,Female,200,37905
SCO,2010,39,Female,181,39664
SCO,2010,40,Female,128,39195
SCO,2010,41,Female,130,40628
SCO,2010,42,Female,155,41546
SCO,2010,43,Female,130,41443
SCO,2010,44,Female,100,41526
SCO,2010,45,Female,119,42776
SCO,2010,46,Female,101,42793
SCO,2010,47,Female,99,42422
SCO,2010,48,Female,94,41058
SCO,2010,49,Female,68,40346
SCO,2010,50,Female,55,38894
SCO,2010,51,Female,57,38972
SCO,2010,52,Female,56,37965
SCO,2010,53,Female,43,36843
SCO,2010,54,Female,35,35713
SCO,2010,55,Female,23,34396
SCO,2010,56,Female,20,33939
SCO,2010,57,Female,23,33345
SCO,2010,58,Female,17,32306
SCO,2010,59,Female,13,32867
SCO,2010,60,Female,14,32788
SCO,2010,61,Female,12,33913
SCO,2010,62,Female,7,35067
SCO,2010,63,Female,4,38269
SCO,2010,64,Female,4,29001
SCO,2010,65,Female,7,27995
SCO,2010,66,Female,2,28404
SCO,2010,67,Female,2,28073
SCO,2010,68,Female,1,26105
SCO,2010,69,Female,1,24530
SCO,2010,70,Female,0,25121
SCO,2010,71,Female,0,24653
SCO,2010,72,Female,1,24148
SCO,2010,73,Female,1,23497
SCO,2010,74,Female,2,22841
SCO,2010,75,Female,1,22060
SCO,2010,76,Female,0,20769
SCO,2010,77,Female,0,19823
SCO,2010,78,Female,1,19807
SCO,2010,79,Female,0,18664
SCO,2010,80,Female,0,17560
SCO,2010,81,Female,0,16317
SCO,2010,82,Female,0,14750
SCO,2010,83,Female,0,13766
SCO,2010,84,Female,0,13089
SCO,2010,85,Female,0,11488
SCO,2010,86,Female,0,10485
SCO,2010,87,Female,0,9208
SCO,2010,88,Female,0,8425
SCO,2010,89,Female,0,8137
SCO,2010,90 & over,Female,1,24274
SCO,2011,16,Female,164,30055
SCO,2011,17,Female,226,31165
SCO,2011,18,Female,241,33036
SCO,2011,19,Female,293,36620
SCO,2011,20,Female,259,37513
SCO,2011,21,Female,275,36386
SCO,2011,22,Female,248,36450
SCO,2011,23,Female,278,37038
SCO,2011,24,Female,262,36098
SCO,2011,25,Female,282,35492
SCO,2011,26,Female,244,35491
SCO,2011,27,Female,255,34274
SCO,2011,28,Female,252,35002
SCO,2011,29,Female,282,35698
SCO,2011,30,Female,275,35146
SCO,2011,31,Female,239,34479
SCO,2011,32,Female,232,33073
SCO,2011,33,Female,215,31212
SCO,2011,34,Female,181,30232
SCO,2011,35,Female,195,32242
SCO,2011,36,Female,199,32892
SCO,2011,37,Female,208,33168
SCO,2011,38,Female,179,35265
SCO,2011,39,Female,172,38065
SCO,2011,40,Female,161,39755
SCO,2011,41,Female,135,39275
SCO,2011,42,Female,123,40695
SCO,2011,43,Female,132,41588
SCO,2011,44,Female,106,41478
SCO,2011,45,Female,131,41500
SCO,2011,46,Female,120,42830
SCO,2011,47,Female,97,42788
SCO,2011,48,Female,77,42389
SCO,2011,49,Female,75,41054
SCO,2011,50,Female,56,40323
SCO,2011,51,Female,65,38809
SCO,2011,52,Female,38,38896
SCO,2011,53,Female,43,37861
SCO,2011,54,Female,34,36731
SCO,2011,55,Female,27,35637
SCO,2011,56,Female,24,34292
SCO,2011,57,Female,17,33842
SCO,2011,58,Female,25,33239
SCO,2011,59,Female,15,32154
SCO,2011,60,Female,10,32717
SCO,2011,61,Female,13,32585
SCO,2011,62,Female,5,33718
SCO,2011,63,Female,7,34827
SCO,2011,64,Female,8,37988
SCO,2011,65,Female,3,28758
SCO,2011,66,Female,5,27718
SCO,2011,67,Female,2,28097
SCO,2011,68,Female,2,27702
SCO,2011,69,Female,1,25723
SCO,2011,70,Female,0,24164
SCO,2011,71,Female,1,24691
SCO,2011,72,Female,1,24184
SCO,2011,73,Female,0,23655
SCO,2011,74,Female,1,23009
SCO,2011,75,Female,0,22244
SCO,2011,76,Female,0,21406
SCO,2011,77,Female,1,20067
SCO,2011,78,Female,1,19046
SCO,2011,79,Female,0,18993
SCO,2011,80,Female,0,17802
SCO,2011,81,Female,0,16639
SCO,2011,82,Female,0,15284
SCO,2011,83,Female,0,13764
SCO,2011,84,Female,0,12725
SCO,2011,85,Female,0,11956
SCO,2011,86,Female,0,10446
SCO,2011,87,Female,0,9487
SCO,2011,88,Female,0,8188
SCO,2011,89,Female,0,7441
SCO,2011,90 & over,Female,0,26117
SCO,2012,16,Female,97,29672
SCO,2012,17,Female,133,30226
SCO,2012,18,Female,155,32141
SCO,2012,19,Female,176,34363
SCO,2012,20,Female,215,37578
SCO,2012,21,Female,214,38295
SCO,2012,22,Female,183,37065
SCO,2012,23,Female,206,36508
SCO,2012,24,Female,229,36746
SCO,2012,25,Female,189,36013
SCO,2012,26,Female,223,35392
SCO,2012,27,Female,204,35533
SCO,2012,28,Female,171,34331
SCO,2012,29,Female,205,35044
SCO,2012,30,Female,232,35749
SCO,2012,31,Female,175,35185
SCO,2012,32,Female,184,34552
SCO,2012,33,Female,177,32996
SCO,2012,34,Female,144,31199
SCO,2012,35,Female,134,30243
SCO,2012,36,Female,143,32286
SCO,2012,37,Female,144,32944
SCO,2012,38,Female,124,33118
SCO,2012,39,Female,132,35259
SCO,2012,40,Female,124,38025
SCO,2012,41,Female,117,39777
SCO,2012,42,Female,126,39221
SCO,2012,43,Female,114,40668
SCO,2012,44,Female,88,41583
SCO,2012,45,Female,96,41445
SCO,2012,46,Female,97,41474
SCO,2012,47,Female,65,42793
SCO,2012,48,Female,82,42732
SCO,2012,49,Female,72,42321
SCO,2012,50,Female,48,40980
SCO,2012,51,Female,48,40255
SCO,2012,52,Female,31,38679
SCO,2012,53,Female,39,38805
SCO,2012,54,Female,29,37747
SCO,2012,55,Female,32,36621
SCO,2012,56,Female,19,35524
SCO,2012,57,Female,16,34169
SCO,2012,58,Female,10,33673
SCO,2012,59,Female,11,33103
SCO,2012,60,Female,13,32025
SCO,2012,61,Female,8,32486
SCO,2012,62,Female,4,32321
SCO,2012,63,Female,1,33485
SCO,2012,64,Female,3,34524
SCO,2012,65,Female,5,37630
SCO,2012,66,Female,3,28422
SCO,2012,67,Female,2,27338
SCO,2012,68,Female,1,27723
SCO,2012,69,Female,0,27285
SCO,2012,70,Female,1,25294
SCO,2012,71,Female,0,23727
SCO,2012,72,Female,2,24167
SCO,2012,73,Female,0,23668
SCO,2012,74,Female,0,23058
SCO,2012,75,Female,0,22378
SCO,2012,76,Female,0,21634
SCO,2012,77,Female,0,20635
SCO,2012,78,Female,0,19317
SCO,2012,79,Female,0,18240
SCO,2012,80,Female,0,18186
SCO,2012,81,Female,0,16854
SCO,2012,82,Female,0,15639
SCO,2012,83,Female,0,14265
SCO,2012,84,Female,0,12770
SCO,2012,85,Female,0,11771
SCO,2012,86,Female,0,10847
SCO,2012,87,Female,0,9384
SCO,2012,88,Female,0,8392
SCO,2012,89,Female,0,7105
SCO,2012,90 & over,Female,0,27066
